id_grid,cellCentroidLatitude__,cellCentroidLongitude__,x2_3_7_8TCDD,Oxamyl100G_kg_kg_hectare_,Glyphosate360G_L_L_hectare_,ChromeEtCompos_s_exprim_sEnTantQueCr_,Compos_sOrganiquesVolatilsNonM_thaniques_COVNM_,HydrocarburesAromatiquesPolycycliques_HAP_,MercureEtCompos_s_exprim_sEnTantQueHg_,Particules_PM10_,ZincEtCompos_s_exprim_sEnTantQueZn_,impact_x2_3_7_8TCDD,impact_Oxamyl100G_kg_kg_hectare_,impact_Glyphosate360G_L_L_hectare_,impact_ChromeEtCompos_s_exprim_sEnTantQueCr_,impact_Compos_sOrganiquesVolatilsNonM_thaniques_COVNM_,impact_HydrocarburesAromatiquesPolycycliques_HAP_,impact_MercureEtCompos_s_exprim_sEnTantQueHg_,impact_Particules_PM10_,impact_ZincEtCompos_s_exprim_sEnTantQueZn_,impact
1949,-5.345,27.735,0.000556290101696351,70.7608654843488,139.069548794386,3.17802678040695e-12,1.28729847812881e-10,1.56012338177287e-10,2.21215651438904e-12,1.02478150529072e-10,7.51461236441897e-13,2.23052319249861e-06,1.83386750995223e-08,3.4399031687393e-09,1.96589921884951e-18,7.23783569327921e-17,7.01743497121437e-16,2.35025613640671e-15,2.53520696593872e-15,1.41963050943657e-18,0
1950,-5.345,27.585,0.000524775848608972,66.9343584051629,114.503100494526,3.4728789309703e-12,1.35009771086793e-10,1.70794499239604e-10,2.4217582309763e-12,1.12187950049977e-10,7.88120336570406e-13,9.53930454611547e-08,8.48192189710224e-10,1.38548751598376e-10,1.05054587661852e-19,3.71276870488679e-18,3.75747898327128e-17,1.25844244714453e-16,1.35747419560472e-16,7.28223190991055e-20,0
1951,-5.345,27.435,0.000425900741145377,65.6679509222224,92.4911865438315,3.68668760491037e-12,1.41195623692836e-10,1.81424975803956e-10,2.57249168102029e-12,1.19170677123265e-10,8.2423030395145e-13,0,0,0,0,0,0,0,0,0,0
1952,-5.345,27.285,0.000231599184833077,63.9196215512733,73.7208286151993,3.77507848871695e-12,1.43664218343337e-10,1.85824550650474e-10,2.63487487629172e-12,1.22060578644214e-10,8.38640763343701e-13,0,0,0,0,0,0,0,0,0,0
1953,-5.345,27.135,5.88882380197248e-07,61.6477256377079,58.5470174805025,3.49030716542997e-12,1.32217446720098e-10,1.71840064746307e-10,2.43658369012841e-12,1.12874739445199e-10,7.71820183928978e-13,0,0,0,0,0,0,0,0,0,0
1954,-5.345,26.985,3.41609573155292e-07,59.3858323791593,47.1478543637178,2.85328995677162e-12,1.07624781968318e-10,1.40502544027244e-10,1.99223741974113e-12,9.22903984695081e-11,6.2826034602372e-13,0,0,0,0,0,0,0,0,0,0
1955,-5.345,26.835,1.99600086145528e-07,56.644731935359,38.9351618103706,1.72687269821187e-12,6.4493080128567e-11,8.50701376580852e-11,1.20624087427274e-12,5.58791085006848e-11,3.76478760478787e-13,0,0,0,0,0,0,0,0,0,0
1956,-5.345,26.685,1.33467257539705e-07,52.6995078009191,32.8081828310211,7.97782324288398e-13,2.93620117853953e-11,3.93242780557059e-11,5.57593449921389e-13,2.58305165676083e-11,1.71400925358846e-13,0,0,0,0,0,0,0,0,0,0
1957,-5.345,26.535,1.24805469478642e-07,47.3042457413896,27.7038364393399,2.96256474381385e-13,1.07100571349937e-11,1.46135818333309e-11,2.0721136949069e-13,9.59906669165623e-12,6.25200227259596e-14,0,0,0,0,0,0,0,0,0,0
1958,-5.345,26.385,3.63363993811668e-05,40.9557102815177,23.1177578145937,8.38915368814605e-14,2.95649834068899e-12,4.14230056492948e-12,5.87352082939309e-14,2.72090852421635e-12,1.72585763492484e-14,0,0,0,0,0,0,0,0,0,0
1959,-5.345,26.235,3.823044986519e-05,34.254961879926,18.9525542265674,1.80505690948038e-14,6.10441706348414e-13,8.92675935377391e-13,1.26575815012746e-14,5.86362463046546e-13,3.5634570273977e-15,4.28035028398868e-09,2.36770296514049e-10,1.25086857895345e-11,2.97834390064262e-22,9.15662559522621e-21,1.07121112245287e-19,3.58766490072127e-19,3.8699922561072e-19,1.79598234180844e-22,0
1960,-5.345,26.085,3.53555344704527e-05,28.0357731787199,15.3961900664284,3.79572782921742e-15,1.17790668050132e-13,1.88288912548913e-13,2.66981797304379e-15,1.23679317601254e-13,6.87603717966035e-16,4.45520806699447e-09,1.93783264211312e-10,1.01614854438428e-11,6.26295091820875e-23,1.76686002075199e-21,2.25946695058696e-20,7.56733206279532e-20,8.16283496168275e-20,3.46552273854882e-23,0
1961,-5.345,25.935,2.5598318007912e-05,22.7252844112751,12.4880620292133,1.50075823454254e-15,3.96745634883374e-14,7.48204587627692e-14,1.06090689489924e-15,4.91465119062075e-14,2.31600503129661e-16,2.7522346562472e-09,1.04718110567156e-10,5.49474729285383e-12,1.65083405799679e-23,3.96745634883374e-22,5.98563670102154e-21,2.00468966860161e-20,2.16244652387313e-20,7.78177690515662e-24,0
1962,-5.345,25.785,1.83320313049864e-05,18.3042289677396,10.1099033241044,1.13024813765792e-15,2.65522537875031e-14,5.65293547869144e-14,8.01550581877552e-16,3.71318307054776e-14,1.54998944330805e-16,2.75879545665354e-09,8.43458870833439e-11,4.44835746260592e-12,1.24327295142371e-23,2.65522537875031e-22,4.52234838295315e-21,1.51460997951582e-20,1.63380055104101e-20,5.20796452951506e-24,0
1963,-5.345,25.635,1.36983658880838e-05,14.6549931975006,8.15344351690556,1.04043539878476e-15,2.34834781827046e-14,5.20894483663501e-14,7.38595510334634e-16,3.42154370162519e-14,1.370849486166e-16,5.20355440604844e-09,1.18177865144645e-10,6.27815150801728e-12,2.00283814266067e-23,4.10960868197331e-22,7.29252277128901e-21,2.44238763357457e-20,2.6345886502514e-20,8.0605949786561e-24,0
1964,-5.345,25.485,9.29675960146683e-06,11.6233974993358,6.52173384421808,8.8023971390205e-16,1.9529237574609e-14,4.40876278288838e-14,6.2513474411746e-16,2.89593670212413e-14,1.14002045108122e-16,1.2558776246952e-08,2.14242462707758e-10,1.14782515658238e-11,3.87305474116902e-23,7.81169502984359e-22,1.41080409052428e-20,4.72501844993741e-20,5.09684859573847e-20,1.53218748625315e-23,0
1965,-5.345,25.335,6.73293775278784e-06,8.96430937161544,5.07079806473336,6.4479511946196e-16,1.41203123551061e-14,3.230522880261e-14,4.58067760405672e-16,2.12199890007928e-14,8.24274106255036e-17,2.42124023671709e-09,3.0980653188303e-11,1.67336336136201e-12,5.31955973556117e-24,1.05902342663296e-22,1.9383137281566e-21,6.49173630046918e-21,7.00259637026161e-21,2.07717074776269e-24,0
1966,-5.345,25.185,4.62373171353425e-06,6.40388857160069,3.64717752304731,4.17721357578884e-16,9.0223924698723e-15,2.09352861402387e-14,2.96849147681513e-16,1.37515367663461e-14,5.26682716951975e-17,2.41665179520685e-09,2.2131838903452e-11,1.20356858260561e-12,3.44620120002579e-24,6.76679435240423e-23,1.25611716841432e-21,4.20694612094241e-21,4.53800713289422e-21,1.32724044671898e-24,0
1967,-5.345,25.035,3.03846471886377e-06,4.15908393761798,2.38526887506819,2.26135877499715e-16,4.79312679900753e-15,1.13383915704938e-14,1.60771238149504e-16,7.44772760727577e-15,2.79799072946572e-17,2.37170489752893e-09,1.43737940884078e-11,7.87138728772504e-13,1.86562098937265e-24,3.59484509925565e-23,6.80303494229626e-22,2.27844998705477e-21,2.457750110401e-21,7.05093663825361e-25,0
1968,-5.345,24.885,2.28853505977362e-06,2.40018341496972,1.39208851068731,9.65520564430394e-17,1.98138709092145e-15,4.84463012408637e-15,6.86937982855209e-17,3.18224020557676e-15,1.15663594127266e-17,1.18252535727844e-08,4.14751694106768e-11,2.29694604263406e-12,3.98277232827537e-24,7.43020159095542e-23,1.45338903722591e-21,4.86764254651201e-21,5.25069633920165e-21,1.45736128600355e-24,0
1969,-5.345,24.735,1.95058375808894e-06,1.17681654443077,0.693439015422584,3.22961870198666e-17,6.27620070656449e-16,1.62241364003035e-15,2.30048017019545e-17,1.06569743884304e-15,3.663736054641e-18,2.31505799479264e-09,4.06707797755274e-12,2.28834875089453e-13,2.66443542913899e-25,4.70715052992337e-24,9.73448184018207e-23,3.260240497201e-22,3.51680154818205e-22,9.23261485769533e-26,0
1970,-5.345,24.585,1.5965470246463e-06,0.479114734868877,0.28297737356878,9.07203740647038e-18,1.64892068154984e-16,4.56357467002519e-16,6.47086092878439e-18,2.99762632525937e-16,9.62558469724235e-19,2.00834440473273e-09,1.65582052370684e-12,9.33825332776973e-14,7.48443086033806e-26,1.23669051116238e-24,2.73814480201512e-23,9.17050410827323e-23,9.89216687335592e-23,2.42564734370507e-26,0
1971,-5.345,24.435,1.13201302021851e-06,0.180449758872004,0.101211678544229,2.34676097692553e-18,4.02346920854083e-17,1.18182286879529e-16,1.67575025706528e-18,7.7629130658549e-17,2.34870263950422e-19,9.72275370272719e-10,4.15756244441097e-13,2.22665692797304e-14,1.29071853730904e-26,2.01173460427042e-25,4.72729147518115e-24,1.58324884287527e-23,1.70784087448808e-23,3.94582043436709e-27,0
1972,-5.345,24.285,7.29057060075128e-07,0.0715831905762505,0.0348401308627123,6.27543196218188e-19,1.03004723459092e-17,3.16278242170596e-17,4.48462590812613e-19,2.07750295193943e-17,6.01290712290151e-20,3.82488074296484e-09,9.89566026526087e-13,4.59889727387802e-14,2.07089254752002e-26,3.09014170377275e-25,7.59067781209429e-24,2.54224473479854e-23,2.74230389656005e-23,6.06101037988472e-27,0
1973,-5.345,24.135,4.43259105730636e-07,0.0333932274153059,0.0124874655733698,1.97308604069102e-19,3.15645167360343e-18,9.94870521669103e-18,1.41066362519547e-19,6.534899243718e-18,1.84258065388729e-20,1.18270717835175e-09,2.30813987894595e-13,8.24172727842407e-15,3.25559196714019e-27,4.73467751040514e-26,1.19384462600292e-24,3.99838497925403e-24,4.31303350085388e-24,9.28660649559194e-28,0
1974,-5.345,23.985,2.17525590196251e-07,0.0190237065667226,0.00465365136080271,5.34215034078681e-20,8.3856751477399e-19,2.69449339350108e-18,3.82062161432269e-20,1.76990296283498e-18,4.89514321410765e-21,0,0,0,0,0,0,0,0,0,0
1975,-5.345,23.835,7.14531371266302e-08,0.0121842472738546,0.00192804977698633,7.13849546034329e-21,1.08487268572942e-19,3.6024778674811e-19,5.10808630624757e-21,2.36632098136919e-19,6.33295120240229e-22,2.83525346791967e-10,1.26326275735324e-13,1.90876927921647e-15,1.76677762643496e-28,2.44096354289119e-27,6.48446016146598e-26,2.17175397396422e-25,2.34265777155549e-25,4.78771110901613e-29,0
1976,-5.345,23.685,1.35084107471477e-08,0.00861242583783047,0.00122531107959045,2.82959722980879e-22,4.0722663008878e-21,1.4292089452784e-20,2.02652810390415e-22,9.38789144133597e-21,2.37718812621171e-23,0,0,0,0,0,0,0,0,0,0
1977,-5.345,23.535,2.4366729420372e-09,0.00715390416296945,0.00109174574498652,1.46673393853831e-24,1.83245411289019e-23,7.42348788402179e-23,1.05260374108781e-24,4.87618683058928e-23,1.06969636580819e-25,0,0,0,0,0,0,0,0,0,0
1978,-5.345,23.385,1.11421311265293e-09,0.00586642198646706,0.000937101488800296,2.80030543887161e-26,3.06454533926664e-25,1.41965802801727e-24,2.01298550587347e-26,9.32515535595886e-25,1.78893055988481e-27,0,0,0,0,0,0,0,0,0,0
1979,-5.345,23.235,5.65500770227791e-10,0.00355295035623109,0.000578403951598723,2.67720678976241e-27,2.79249866931188e-26,1.35799714520385e-25,1.92555426473428e-27,8.92013013138155e-26,1.63012315047332e-28,0,0,0,0,0,0,0,0,0,0
1980,-5.345,23.085,2.06346509650078e-10,0.00134350817125822,0.000220311460972489,1.985909507896e-28,2.00989775172234e-27,1.00767492899998e-26,1.4288194668557e-28,6.61900618020902e-27,1.17327930985209e-29,0,0,0,0,0,0,0,0,0,0
1981,-5.345,22.935,5.66460567354763e-11,0.000373037120305638,6.15534884082951e-05,9.79688957107477e-30,9.67035977237953e-29,4.97239228299918e-28,7.05053850832922e-30,3.26616196398351e-28,5.64507980929468e-31,0,0,0,0,0,0,0,0,0,0
1982,-5.345,22.785,1.20964229877669e-11,7.90174941757065e-05,1.31074838582108e-05,3.57424968870333e-31,3.44028999720529e-30,1.81458033249033e-29,2.57296041473283e-31,1.19192391212499e-29,2.00827191431327e-32,0,0,0,0,0,0,0,0,0,0
1983,-5.345,22.635,1.72501166804019e-12,1.1042006783745e-05,1.83961950841732e-06,1.40782377346601e-32,1.33849790084618e-31,7.14815991889988e-31,1.01356397290321e-32,4.69533510447411e-31,7.81349180943927e-34,0,0,0,0,0,0,0,0,0,0
1984,-5.345,22.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,-5.195,31.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,-5.195,31.485,6.70695709737347e-06,12.5234228256283,18.7437937101183,1.62470314091737e-19,8.57549451334876e-18,7.86749988554779e-18,1.11556184126874e-19,5.16784022967743e-18,5.00595024927255e-20,0,0,0,0,0,0,0,0,0,0
1987,-5.195,31.335,1.13759747847952e-05,20.2504169511347,33.4861161251267,4.3991369312793e-19,2.32264638643804e-17,2.13021030475238e-17,3.02050379971979e-19,1.39924838522019e-17,1.35584626750994e-19,0,0,0,0,0,0,0,0,0,0
1988,-5.195,31.185,1.80116982143398e-05,31.0137381313514,56.0724553702384,1.04640687863629e-18,5.52637519211687e-17,5.06696883099861e-17,7.18464208578322e-19,3.32828544623907e-17,3.22602493482993e-19,0,0,0,0,0,0,0,0,0,0
1989,-5.195,31.035,2.68919815699094e-05,45.1667209991246,88.8108421702503,2.24763936569595e-18,1.18740264294962e-16,1.08834473349669e-16,1.54320415951321e-18,7.14889326894494e-17,6.9314702483429e-19,0,0,0,0,0,0,0,0,0,0
1990,-5.195,30.885,3.76304464353878e-05,61.9219088607822,131.869369896028,4.384444512772e-18,2.31703762448733e-16,2.12297905263453e-16,3.01025034049561e-18,1.39449847023459e-16,1.35257213684528e-18,0,0,0,0,0,0,0,0,0,0
1991,-5.195,30.735,4.92524190125106e-05,79.4667793122734,182.393353936676,7.81321086389725e-18,4.13046783661233e-16,3.78313389524777e-16,5.36424515455196e-18,2.4849865678462e-16,2.41116312624322e-18,0,0,0,0,0,0,0,0,0,0
1992,-5.195,30.585,6.0421681269451e-05,95.3422453716434,234.709193262597,1.29740695176909e-17,6.86052405309201e-16,6.28191105453606e-16,8.90735349810147e-18,4.12633150799551e-16,4.00483508787958e-18,0,0,0,0,0,0,0,0,0,0
1993,-5.195,30.435,7.00448133502153e-05,107.534849798559,284.013704675838,2.13402208907822e-17,1.12858614163914e-15,1.03326382870509e-15,1.46510291202424e-17,6.78708923995228e-16,6.58812840632104e-18,0,0,0,0,0,0,0,0,0,0
1994,-5.195,30.285,7.80905241379514e-05,116.342493935176,333.818664770435,4.10681578687248e-17,2.17585342729849e-15,1.98824872165178e-15,2.81921123240238e-17,1.3059996034104e-15,1.27015573329821e-17,0,0,0,0,0,0,0,0,0,0
1995,-5.195,30.135,8.79241826235457e-05,128.396677992533,411.084369261043,1.32100881217945e-16,7.07996204753093e-15,6.39104909260905e-15,9.06210434967608e-17,4.19801983998744e-15,4.1329319952009e-17,0,0,0,0,0,0,0,0,0,0
1996,-5.195,29.985,0.000105678579834417,160.017264547031,558.197325239013,6.80149884290601e-16,3.70760826692329e-14,3.28718386129123e-14,4.66101929995211e-16,2.15921719070282e-14,2.16431847888327e-16,0,0,0,0,0,0,0,0,0,0
1997,-5.195,29.835,0.000122282426898045,210.014213320863,704.07861264851,3.3916704476163e-15,1.87055178936933e-13,1.63802564831818e-13,2.32261701285811e-15,1.07595233120652e-13,1.09193568746984e-15,0,0,0,0,0,0,0,0,0,0
1998,-5.195,29.685,0.000126980606343041,269.018148750848,753.054913132655,1.50825929730825e-14,8.38213580423169e-13,7.2807505145471e-13,1.0323644827433e-14,4.78242846630832e-13,4.89307659238098e-15,0,0,0,0,0,0,0,0,0,0
1999,-5.195,29.535,0.000118774324272279,323.627965670764,690.879364875411,5.47785068415471e-14,3.05985075211122e-12,2.64345354033476e-12,3.74825032305532e-14,1.73637696215538e-12,1.78618962410344e-14,0,0,0,0,0,0,0,0,0,0
2000,-5.195,29.385,0.000105793039010576,365.025199144995,591.655307332215,1.71263444435744e-13,9.60116575453334e-12,8.26280157025801e-12,1.17161312587848e-13,5.42749780563208e-12,5.60468594846756e-14,0,0,0,0,0,0,0,0,0,0
2001,-5.195,29.235,0.000463069478942813,379.93466204287,502.441860675619,4.66951617364125e-13,2.62260637031528e-11,2.25259893553797e-11,3.19404315567241e-13,1.47964049186524e-11,1.5309479342875e-13,4.44070680881486e-07,3.93916257606047e-09,4.97417442068863e-10,1.15570525297621e-20,5.90086433320938e-19,4.05467808396834e-18,1.35797938806568e-17,1.46484408694659e-17,1.15739663832135e-20,0
2002,-5.195,29.085,0.000768740042052456,350.499376732568,444.828491351594,9.27774436649179e-13,5.20540884149378e-11,4.4759245297561e-11,6.34657856044821e-13,2.94005251812763e-11,3.03866030418546e-13,4.52048651324876e-07,1.61510112798367e-09,1.95724536194701e-10,1.0205518803141e-20,5.20540884149378e-19,3.58073962380488e-18,1.19924948478229e-17,1.29362310797616e-17,1.02098986220631e-20,0
2003,-5.195,28.935,0.000683789112193344,289.09459404938,390.740697820432,1.6079637134505e-12,9.00335766827603e-11,7.75840389165454e-11,1.10009271771068e-12,5.09617951479471e-11,5.25571505606102e-13,8.89384953320576e-07,2.99733275110397e-09,3.86833290842228e-10,3.97971019078998e-20,2.02575547536211e-18,1.39651270049782e-17,4.67715419861871e-17,5.04521771964676e-17,3.97332058238213e-20,0
2004,-5.195,28.785,0.00051604847574071,208.011748740265,350.3017668791,3.26639199778302e-12,1.82823524110726e-10,1.57606748188469e-10,2.2347642423037e-12,1.03525453524719e-10,1.06723334339276e-12,1.39180577438102e-06,4.31333162187813e-09,6.93597498420617e-10,1.6168640389026e-19,8.22705858498269e-18,5.67384293478487e-17,1.90026473051569e-16,2.04980397978944e-16,1.61365681520985e-19,0
2005,-5.195,28.635,0.000470580129994954,140.43558667479,329.645668175115,5.61587636972986e-12,3.12815756909346e-10,2.71053830992181e-10,3.84337229340207e-12,1.78044221491851e-10,1.82606372448544e-12,9.68652986924257e-07,2.26494514189101e-09,5.07654328989677e-10,2.162112402346e-19,1.09485514918271e-17,7.58950726778107e-17,2.54185269996439e-16,2.74188101097451e-16,2.14745093999488e-19,0
2006,-5.195,28.485,0.000452233179177272,95.9536062885852,314.298055679856,7.86114991447368e-12,4.32684277645498e-10,3.79705682356118e-10,5.38398698838877e-12,2.4941319723711e-10,2.52579687613871e-12,1.56213882858713e-07,1.43700120777785e-09,4.49446219622195e-10,2.81036109442434e-19,1.40622390234787e-17,9.87234774125908e-17,3.30641408930931e-16,3.56660872049067e-16,2.75817018874347e-19,0
2007,-5.195,28.335,0.000495442952694432,70.4898004350832,294.621357350128,9.61343793395328e-12,5.16116027522052e-10,4.65050802975229e-10,6.59412694753957e-12,3.05472930844771e-10,3.01283017778379e-12,1.20728710356829e-05,8.29221852008282e-08,3.30471591940618e-08,2.69864852761709e-17,1.31635392819499e-15,9.48889658390657e-15,3.17798989453205e-14,3.42807832452619e-14,2.58189905179502e-17,0
2008,-5.195,28.185,0.00055120242781977,61.3434513162916,262.133466594894,9.69001206158862e-12,4.96915568322792e-10,4.70021170197442e-10,6.6646036185387e-12,3.08737762628805e-10,2.90074739771924e-12,2.03562731386721e-07,1.20135015057825e-09,4.90189582532451e-10,4.53008063879268e-19,2.11189116537187e-17,1.5980719786713e-16,5.35220987397606e-16,5.77339616115866e-16,4.14226728394307e-19,0
2009,-5.195,28.035,0.000577419686889608,56.7793452806841,224.066052418223,9.35627480098456e-12,4.47915379626161e-10,4.55564768842187e-10,6.45962096904908e-12,2.99241941391199e-10,2.61470854452682e-12,1.62191608124455e-07,9.15737280686873e-10,3.45061720724064e-10,3.60216579837906e-19,1.56770382869157e-17,1.27558135275812e-16,4.2721349240903e-16,4.60832589742446e-16,3.07489724836354e-19,0
2010,-5.195,27.885,0.000535398095312533,51.2852939135437,185.364513987912,9.72410786646819e-12,4.29112977254769e-10,4.75452452344167e-10,6.74161577233842e-12,3.12305350653577e-10,2.50494945110553e-12,1.12944800827837e-07,6.49887244472426e-10,2.24291061925374e-10,2.94154262960663e-19,1.18006068745061e-17,1.04599539515717e-16,3.50321321993794e-16,3.77889474290829e-16,2.31457329282151e-19,0
2011,-5.195,27.735,0.000448175123733561,47.4777151732452,151.065473781077,1.0399328134557e-11,4.2803877657369e-10,5.10143455091148e-10,7.23351230189505e-12,3.35092457385288e-10,2.49867883800059e-12,1.44646097032655e-07,9.84497901832412e-10,2.99109638086533e-10,5.14766742660569e-19,1.92617449458161e-17,1.83651643832813e-16,6.1508001805474e-16,6.6348306562287e-16,3.7780024030569e-19,0
2012,-5.195,27.585,0.000427281748959744,46.7635203495508,119.991191431127,1.10231922923729e-11,4.36539605892761e-10,5.41680319612221e-10,7.68068514161248e-12,3.55807739185198e-10,2.54830250951258e-12,7.30213233314049e-08,5.38715754426826e-10,1.31990310574239e-10,3.03137788040256e-19,1.0913490147319e-17,1.08336063922444e-16,3.62835566089774e-16,3.91388513103718e-16,2.14057410799057e-19,0
2013,-5.195,27.435,0.00034157600075946,47.1538060222067,93.7768812588505,1.15702131994457e-11,4.51054265427032e-10,5.68949202067589e-10,8.06734068865776e-12,3.73719557402071e-10,2.63303196913754e-12,6.42486316521964e-08,5.86505829452275e-10,1.11375988564699e-10,3.4353987776464e-19,1.21750822595392e-17,1.22858890694475e-16,4.11474937710528e-16,4.43855506739718e-16,2.38802307834535e-19,0
2014,-5.195,27.285,0.00018072535357078,46.787663919181,72.3245579978268,1.17172158271766e-11,4.53219532114659e-10,5.76371500365808e-10,8.17258419519046e-12,3.78594962842198e-10,2.64567179845622e-12,0,0,0,0,0,0,0,0,0,0
2015,-5.195,27.135,6.01345393473693e-07,46.3901081599293,55.8118107915226,1.06880212808978e-11,4.10993336067442e-10,5.2587655498617e-10,7.45659773110486e-12,3.45426889893433e-10,2.39917618295269e-12,0,0,0,0,0,0,0,0,0,0
2016,-5.195,26.985,3.69322938603074e-07,46.1998289096412,44.0692348548461,8.43172807061244e-12,3.22225878683631e-10,4.14970342229238e-10,5.88401761402676e-12,2.7257711596979e-10,1.88099559064135e-12,0,0,0,0,0,0,0,0,0,0
2017,-5.195,26.835,2.36476190934917e-07,45.5009652411532,35.8992256497423,5.19268263274097e-12,1.96338358461089e-10,2.55673930457486e-10,3.62529500825928e-12,1.67941791257611e-10,1.14612639032458e-12,0,0,0,0,0,0,0,0,0,0
2018,-5.195,26.685,1.75099608849761e-07,43.7724861623865,29.9453646965962,2.46453500931808e-12,9.18431496522099e-11,1.21420077830137e-10,1.72166008975734e-12,7.9755903658009e-11,5.36134947919825e-13,0,0,0,0,0,0,0,0,0,0
2019,-5.195,26.535,1.76720283982911e-07,40.5870073495021,25.1717330777809,9.21912588637698e-13,3.37576705214527e-11,4.54522962742001e-11,6.44484881590926e-13,2.98557621396997e-11,1.97060600943271e-13,0,0,0,0,0,0,0,0,0,0
2020,-5.195,26.385,4.89519848882224e-05,36.0341718288772,20.9720685875462,2.65907777830913e-13,9.50232655037434e-12,1.31225635897297e-11,1.86069671601981e-13,8.61967753696177e-12,5.54698863156559e-14,0,0,0,0,0,0,0,0,0,0
2021,-5.195,26.235,4.91955533491794e-05,30.60768362979,17.1815999973009,6.09602031611968e-14,2.09856500018061e-12,3.01272748169494e-12,4.27185747138594e-14,1.97893797361954e-12,1.22503853813495e-14,2.83806004179222e-09,1.05780154624554e-10,5.6699279991093e-12,5.02921676079874e-22,1.57392375013545e-20,1.80763648901696e-19,6.05407640844816e-19,6.53049531294448e-19,3.08709711610007e-22,0
2022,-5.195,26.085,4.208260598906e-05,25.2069888606078,13.9444220463375,1.38884848093941e-14,4.46909594777393e-13,6.88080565335098e-13,9.75654825005456e-15,4.51972097683778e-13,2.60883737429132e-15,1.91691735042057e-09,5.80769023348404e-11,3.06777285019424e-12,7.63866664516678e-23,2.23454797388696e-21,2.75232226134039e-20,9.21798678665155e-20,9.94338614904311e-20,4.38284678880941e-23,0
2023,-5.195,25.935,2.95345990455442e-05,20.357968647451,11.2720934700641,5.05762043047192e-15,1.42839307355812e-13,2.51652095465244e-13,3.56826792577445e-15,1.65300011661502e-13,8.33825307548449e-16,5.63433722444855e-09,1.40714279291181e-10,7.43958169024228e-12,8.34507371027867e-23,2.14258961033718e-21,3.01982514558292e-20,1.01138986088151e-19,1.09098007696591e-19,4.20247955004418e-23,0
2024,-5.195,25.785,2.05048067983486e-05,16.2707213293521,9.10593157231749,3.24679333855473e-15,7.98113615170116e-14,1.62196286315351e-13,2.2998409970273e-15,1.0654013418729e-13,4.65899308796684e-16,6.12256686383756e-09,1.12463225828482e-10,6.00991483772954e-12,5.35720900861531e-23,1.19717042275517e-21,1.94635543578421e-20,6.51866932197419e-20,7.03164885636113e-20,2.34813251633529e-23,0
2025,-5.195,25.635,1.61821739711613e-05,12.9204187806458,7.35010979842108,2.72798069565526e-15,6.29831198157909e-14,1.3649988563738e-13,1.93548224937795e-15,8.96612152024335e-14,3.67664348551921e-16,2.07083434785973e-07,2.59946215190346e-09,1.41147891033242e-10,1.31004388912576e-21,2.74921317995927e-20,4.7665760064573e-19,1.59640588830232e-18,1.72203329917794e-18,5.39231240160189e-22,0
2026,-5.195,25.485,1.18524013941776e-05,10.2239186212797,5.92218836766395,2.22814176190658e-15,5.02590146634679e-14,1.11553760893733e-13,1.58176194106676e-15,7.32751219199178e-14,2.93387307232106e-16,2.23506932136013e-08,2.00225222279142e-10,1.10744922475316e-11,1.04165627369132e-22,2.13600812319738e-21,3.79282787038694e-20,1.2702813796319e-19,1.37024477990246e-19,4.18957074727448e-23,0
2027,-5.195,25.335,8.39526952942608e-06,7.98882952892886,4.71050216697656,1.68782281581427e-15,3.75867270439922e-14,8.4528565222237e-14,1.19856171885483e-15,5.55233716259501e-14,2.19412750348943e-16,2.35604721337408e-08,1.56453237494543e-10,8.80863905224616e-12,7.89057166393172e-23,1.59743589936967e-21,2.87397121755606e-20,9.62540945177938e-20,1.03828704940527e-19,3.13321407498291e-23,0
2028,-5.195,25.185,5.72588430252784e-06,5.94213812680442,3.55635224526851,1.10061626511646e-15,2.41999537643079e-14,5.51372666593327e-14,7.81811650610886e-16,3.62174247145493e-14,1.41267379184498e-16,2.04192650478824e-08,1.0268014683118e-10,5.86798120469304e-12,4.54004209360539e-23,9.07498266161548e-22,1.65411799977998e-20,5.53991735622874e-20,5.97587507790064e-20,1.77996897772467e-23,0
2029,-5.195,25.035,3.97429647704885e-06,4.05394960259814,2.45670722050904,5.92456947168601e-16,1.28344770585902e-14,2.96905923471077e-14,4.20993865254983e-16,1.95025408079371e-14,7.49213391088394e-17,4.99960536828188e-09,1.86805997687722e-11,1.08095117702398e-12,6.51702641885461e-24,1.28344770585902e-22,2.37524738776861e-21,7.95510007785816e-21,8.58111795549233e-21,2.517356994057e-24,0
2030,-5.195,24.885,3.07372111321182e-06,2.43768530177684,1.50377849748581,2.48495877821422e-16,5.25611318062064e-15,1.24601107072539e-14,1.76676507724267e-16,8.18453922032667e-15,3.06825932210091e-17,3.41677390064576e-09,8.42464040294077e-12,4.96246904170316e-13,2.05009099202673e-24,3.94208488546548e-23,7.47606642435236e-22,2.50385946746831e-21,2.7008979427078e-21,7.73201349169429e-25,0
