id_grid,cellCentroidLatitude__,cellCentroidLongitude__,x2_3_7_8TCDD,Oxamyl100G_kg_kg_hectare_,Glyphosate360G_L_L_hectare_,ChromeEtCompos_s_exprim_sEnTantQueCr_,Compos_sOrganiquesVolatilsNonM_thaniques_COVNM_,HydrocarburesAromatiquesPolycycliques_HAP_,MercureEtCompos_s_exprim_sEnTantQueHg_,Particules_PM10_,ZincEtCompos_s_exprim_sEnTantQueZn_,impact_x2_3_7_8TCDD,impact_Oxamyl100G_kg_kg_hectare_,impact_Glyphosate360G_L_L_hectare_,impact_ChromeEtCompos_s_exprim_sEnTantQueCr_,impact_Compos_sOrganiquesVolatilsNonM_thaniques_COVNM_,impact_HydrocarburesAromatiquesPolycycliques_HAP_,impact_MercureEtCompos_s_exprim_sEnTantQueHg_,impact_Particules_PM10_,impact_ZincEtCompos_s_exprim_sEnTantQueZn_,impact
2284,-4.595,23.985,3.65656237646466e-07,0.00633083068270518,0.00308221355729425,1.58364299523106e-19,2.6952634192676e-18,7.97626438698643e-18,1.1309839612884e-19,5.23928320066851e-18,1.57336164584477e-20,9.5328922114286e-10,4.37587016788582e-14,2.0342609478142e-15,2.61301094213125e-27,4.04289512890141e-26,9.57151726438372e-25,3.20566093987584e-24,3.45792691244122e-24,7.92974269505763e-28,0
2285,-4.595,23.835,1.01227181351154e-07,0.00368220142700456,0.00071039964570829,1.50336924107852e-20,2.46697864108935e-19,7.57693154997197e-19,1.07436108471776e-20,4.976977724955e-19,1.440100297999e-21,0,0,0,0,0,0,0,0,0,0
2286,-4.595,23.685,1.95267968508023e-08,0.00238531117582987,0.000305388547330732,6.2838372122502e-22,9.82042491110138e-21,3.16970077150806e-20,4.49443569161015e-22,2.0820473341384e-20,5.73267930808786e-23,0,0,0,0,0,0,0,0,0,0
2287,-4.595,23.535,3.1631559353163e-09,0.00192954776508164,0.000263045359519648,8.89368631579984e-24,1.26475964429197e-22,4.49296123175835e-22,6.3707355289023e-24,2.95124323376399e-22,7.38304286287755e-25,0,0,0,0,0,0,0,0,0,0
2288,-4.595,23.385,7.85015557610936e-10,0.00165243379309588,0.000243839182629582,7.5777152700531e-26,8.97198784039474e-25,3.83795059497963e-24,5.44197177593708e-26,2.52099342520285e-24,5.23740430769662e-27,0,0,0,0,0,0,0,0,0,0
2289,-4.595,23.235,3.18687952271187e-10,0.00100285995910154,0.000153092709977536,5.66050835244408e-27,6.25682314464556e-26,2.86934427731273e-25,4.06854913479296e-27,1.88475538669284e-25,3.65242507751504e-28,0,0,0,0,0,0,0,0,0,0
2290,-4.595,23.085,9.97807602449554e-11,0.000350848208699267,5.43331906278651e-05,4.17046271214708e-28,4.4624879998903e-27,2.11483167446149e-26,2.99869787233107e-28,1.38914678935737e-26,2.60498066762782e-29,0,0,0,0,0,0,0,0,0,0
2291,-4.595,22.935,2.25338476637528e-11,8.2529746984179e-05,1.29075726941166e-05,2.02466585351277e-29,2.11939318624752e-28,1.02695872183106e-27,1.4561626683177e-29,6.74567356098176e-28,1.23719735482658e-30,0,0,0,0,0,0,0,0,0,0
2292,-4.595,22.785,3.8353995491034e-12,1.39453055541602e-05,2.19601704043159e-06,6.86277978345291e-31,7.05016564321114e-30,3.48169143864277e-29,4.93681877156011e-31,2.28698129592522e-29,4.11553951279958e-32,0,0,0,0,0,0,0,0,0,0
2293,-4.595,22.635,4.2057954551794e-13,1.46219186337842e-06,2.31226766731511e-07,2.10368370469216e-32,2.14108834901823e-31,1.06736986551703e-30,1.5134631201943e-32,7.01111790430011e-31,1.24986194907027e-33,0,0,0,0,0,0,0,0,0,0
2294,-4.595,22.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,-4.445,31.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,-4.445,31.485,3.55788868872637e-06,7.86111963331033,7.5316385344604,2.70077332874869e-22,1.41234292384311e-20,1.30854435559029e-20,1.85543332944387e-22,8.59529489864874e-21,8.24456093951908e-23,0,0,0,0,0,0,0,0,0,0
2297,-4.445,31.335,4.76811318134673e-06,10.2743960107882,10.2890826693489,6.4846437692366e-22,3.39648785414708e-20,3.14156349093605e-20,4.45453880317058e-22,2.06356510056877e-20,1.98270196662992e-22,0,0,0,0,0,0,0,0,0,0
2298,-4.445,31.185,6.28625904822336e-06,13.1552284710231,13.6939985494607,1.40973958894934e-21,7.39946077990444e-20,6.82880473969124e-20,9.68281423564869e-22,4.48556369466425e-20,4.31943994429307e-22,0,0,0,0,0,0,0,0,0,0
2299,-4.445,31.035,8.1330108868758e-06,16.5041103804804,17.790302190417,3.45160091802358e-21,1.81993562803772e-19,1.67151357632044e-19,2.37010078173759e-21,1.09794918713994e-19,1.062388558305e-21,0,0,0,0,0,0,0,0,0,0
2300,-4.445,30.885,1.04898537548378e-05,20.560129501374,23.1704460686544,1.41525315218661e-20,7.5062123027814e-19,6.85128646551781e-19,9.71469190431452e-21,4.5003310246737e-19,4.38175597405705e-21,0,0,0,0,0,0,0,0,0,0
2301,-4.445,30.735,1.36005406181322e-05,25.5220753720946,30.7192376181667,8.01230229745428e-20,4.26288370291605e-18,3.87805796973142e-18,5.49884150263229e-20,2.54733832609441e-18,2.48846089069231e-20,0,0,0,0,0,0,0,0,0,0
2302,-4.445,30.585,1.73170306529515e-05,30.6068931790015,41.0126130697769,5.42526075955275e-19,2.88953535477308e-17,2.62572981438832e-17,3.72311919799832e-19,1.72473496847272e-17,1.68676795886122e-19,0,0,0,0,0,0,0,0,0,0
2303,-4.445,30.435,2.17205382261261e-05,34.5757559438236,59.547889136799,4.07319355806014e-18,2.1703938157803e-16,1.97130009851043e-16,2.79517915421543e-18,1.2948667431903e-16,1.26696865430755e-18,0,0,0,0,0,0,0,0,0,0
2304,-4.445,30.285,3.07716978220623e-05,40.9168396859159,117.732975686369,2.85725964481317e-17,1.52675915976018e-15,1.38259347155016e-15,1.96043030350962e-17,9.08169338100832e-16,8.91246542558969e-18,0,0,0,0,0,0,0,0,0,0
2305,-4.445,30.135,5.23186051736323e-05,60.5392733744381,273.808160179797,1.62895311739245e-16,8.78767492538525e-15,7.87777454760247e-15,1.11701872351683e-16,5.17458923669173e-15,5.12981028197768e-17,0,0,0,0,0,0,0,0,0,0
2306,-4.445,29.985,8.28522300030573e-05,93.7241989070559,512.829296808857,8.07138866708749e-16,4.43220237203367e-14,3.89916792029859e-14,5.52877408053681e-16,2.56120459280868e-14,2.58730066320813e-16,0,0,0,0,0,0,0,0,0,0
2307,-4.445,29.835,0.000115434904708785,135.319691928635,780.055802436296,4.27628216161882e-15,2.39379632253602e-13,2.06333270969853e-13,2.92567558978877e-15,1.35531921696965e-13,1.39737996196772e-15,0,0,0,0,0,0,0,0,0,0
2308,-4.445,29.685,0.00014370718496135,185.485693957687,997.268419972992,2.59567497444836e-14,1.47385023981384e-12,1.25129789463035e-12,1.77426145995087e-14,8.21926621322239e-13,8.60360907908239e-15,0,0,0,0,0,0,0,0,0,0
2309,-4.445,29.535,0.000157855284617005,243.196025336911,1062.74146681715,1.74252766362908e-13,9.98346378215574e-12,8.39536333983725e-12,1.19040954836402e-13,5.51457223279632e-12,5.8278525500357e-14,0,0,0,0,0,0,0,0,0,0
2310,-4.445,29.385,0.000150608138754167,291.811271935341,995.865279084579,1.02586748390247e-12,5.90616619791519e-11,4.94099332594605e-11,7.0060167684453e-13,3.24553726798228e-11,3.44772777483787e-13,0,0,0,0,0,0,0,0,0,0
2311,-4.445,29.235,0.000910911871107113,292.135170726901,1057.02957624208,4.27891145881304e-12,2.46925719149218e-10,2.06058289319985e-10,2.92177652350209e-12,1.35351297451234e-10,1.44143022780766e-12,0,0,0,0,0,0,0,0,0,0
2312,-4.445,29.085,0.00298118793409672,230.544296101827,1474.81490348771,1.43822292576369e-11,8.30079747753529e-10,6.92594525419467e-10,9.82055335582371e-12,4.54937134208533e-10,4.84559498914244e-12,3.24595919053415e-07,2.65587029109305e-10,1.62229639383648e-10,3.95511304585015e-20,2.07519936938382e-18,1.38518905083893e-17,4.63922940529112e-17,5.00430847629387e-17,4.07029979087965e-20,0
2313,-4.445,28.935,0.00291951394459403,126.417126267076,1511.94885894244,4.40722815137271e-11,2.53531511299822e-09,2.12280997080553e-09,3.01001059313085e-11,1.39438740726787e-09,1.4799915628417e-11,3.6553345631961e-06,1.60195782405638e-09,1.82945811932036e-09,1.33318651579025e-18,6.97211656074511e-17,4.67018193577217e-16,1.56412190461451e-15,1.68720876279412e-15,1.36751220406573e-18,0
2314,-4.445,28.785,0.00224693252369253,58.2745681686837,1398.59567466119,9.94850602451149e-11,5.66912386275598e-09,4.7947791116402e-09,6.7986942384122e-11,3.14949510594445e-09,3.30935412921446e-11,2.52201993773303e-06,6.71323025303236e-10,1.5384552421273e-09,2.73583915674066e-18,1.417280965689e-16,9.58955822328041e-16,3.21170315822592e-15,3.4644446165389e-15,2.77985746854015e-18,0
2315,-4.445,28.635,0.00158232838691384,26.8526680607489,1130.59791629619,1.76790534398859e-10,9.92373843828018e-09,8.52877156893152e-09,1.20932599346778e-10,5.60220266473949e-09,5.79298772785503e-11,2.44072692077994e-06,4.33079830483759e-10,1.74112079109613e-09,6.80643557435608e-18,3.47330845339806e-16,2.38805603930083e-15,7.99799839039851e-15,8.62739210369882e-15,6.81255356795752e-18,0
2316,-4.445,28.485,0.000837802825831692,12.6022837001555,651.698324046255,2.80424138059504e-10,1.54312574687766e-08,1.35451102802212e-08,1.92061117053828e-10,8.89723124751857e-09,9.0080050096297e-11,2.86826759392124e-07,1.88731800693528e-10,9.31928603386145e-10,1.00251629356273e-17,5.01515867735239e-16,3.52172867285751e-15,1.17948573205097e-14,1.27230406839516e-14,9.83674147051563e-18,0
2317,-4.445,28.335,0.000586097640639751,6.53911161202837,518.768785560802,4.17595920074334e-10,2.24209610721417e-08,2.02011525998347e-08,2.86439597303576e-10,1.32693143450882e-08,1.30882483669545e-10,2.72827568673239e-07,1.43128074964077e-10,1.08422676182208e-09,2.1819386823884e-17,1.06499565092673e-15,7.67643798793719e-15,2.57096724955798e-14,2.77328669812343e-14,2.08888443936593e-17,0
2318,-4.445,28.185,0.000456686229659637,4.31141038518142,368.806373517715,5.89905095550449e-10,3.07744310768362e-08,2.85853552199876e-08,4.05322300177066e-10,1.87765555557026e-08,1.79645911628236e-10,1.41395895862061e-07,6.9534426692206e-11,5.67961815217281e-10,2.27113461786923e-17,1.07710508768927e-15,8.00389946159653e-15,2.68063956445105e-14,2.8915895555782e-14,2.11263592074805e-17,0
2319,-4.445,28.035,0.000306817417370403,3.84578229599159,240.454115488251,7.63912276719892e-10,3.85663724571069e-08,3.70871476923934e-08,5.25872352958432e-10,2.43610367507994e-08,2.25131414139497e-10,1.32129690947485e-07,9.30371653046285e-11,5.5544900677786e-10,4.41159339805738e-17,2.02473455399811e-15,1.55766020308052e-14,5.21686409028883e-14,5.62739948943465e-14,3.97131814542072e-17,0
2320,-4.445,27.885,0.000209608916122948,4.16971104576232,157.541187370829,8.65779049656101e-10,4.20768016364977e-08,4.2121329492103e-08,5.97253874400609e-10,2.76677857316082e-08,2.45623565548246e-10,7.28370227473809e-08,8.64631282449275e-11,3.11931550994242e-10,4.2856062957977e-17,1.8934560736424e-15,1.51636786171571e-14,5.07856914480326e-14,5.47822157485843e-14,3.71382831108948e-17,0
2321,-4.445,27.735,0.000164390285361791,4.78852378769627,112.667899074945,8.79022655031902e-10,4.09736907173666e-08,4.28605179312441e-08,6.07735100053088e-10,2.81533285099593e-08,2.39184150734992e-10,9.46735329102094e-08,1.71995193419422e-10,3.86415966778347e-10,7.53693802434091e-17,3.19379675719194e-15,2.67269617715652e-14,8.95130573618389e-14,9.65571892573224e-14,6.26431901404371e-17,0
2322,-4.445,27.585,0.000134920902062696,5.38475530400222,85.483395540059,8.62928312617029e-10,3.86664511367437e-08,4.21603346968749e-08,5.97806943592696e-10,2.76934066619317e-08,2.25715628540266e-10,3.39695048088596e-08,8.68453335429477e-11,1.31644429131691e-10,3.32227400357556e-17,1.35332578978603e-15,1.1804893715125e-14,3.95365600214465e-14,4.26478462593748e-14,2.65441579163353e-17,0
2323,-4.445,27.435,0.00010831352285924,5.86348339636938,65.6797084069145,8.57512140955681e-10,3.72514285394407e-08,4.19593866687152e-08,5.94957627347964e-10,2.75614120868944e-08,2.17455428736656e-10,3.64099309829243e-08,1.28339924579733e-10,1.37270590570451e-10,4.48050093649343e-17,1.76944285562343e-15,1.59445669341118e-14,5.34010168002438e-14,5.76033512616094e-14,3.47058864263702e-17,0
2324,-4.445,27.285,7.41165601412157e-05,6.4451752779471,51.7939506603717,8.49316405641831e-10,3.62281254887483e-08,4.15945973116179e-08,5.89785144439814e-10,2.73217968161744e-08,2.11481894563429e-10,2.52694539610763e-08,1.41071996483706e-10,1.08249356880177e-10,4.43767821947857e-17,1.72083596071554e-15,1.58059469784148e-14,5.29367554243399e-14,5.71025553458045e-14,3.37525103723233e-17,0
2325,-4.445,27.135,3.59303243896246e-07,7.30209030379646,42.9947876243098,7.69444586709592e-10,3.24473095996458e-08,3.77032418428495e-08,5.34608179267628e-10,2.47657239045729e-08,1.89411362732561e-10,0,0,0,0,0,0,0,0,0,0
2326,-4.445,26.985,3.43763717437471e-07,8.35150613092328,37.0178495611241,5.83260067868852e-10,2.42930372920786e-08,2.8596541506606e-08,4.0548091466297e-10,1.87839033717621e-08,1.41810748578529e-10,0,0,0,0,0,0,0,0,0,0
2327,-4.445,26.835,3.60333138115295e-07,9.46437882404391,31.9632863665186,3.651151100598e-10,1.49811702238938e-08,1.79134322057843e-08,2.54001165626151e-10,1.17666039976314e-08,8.74526685801588e-11,0,0,0,0,0,0,0,0,0,0
2328,-4.445,26.685,4.06165067802196e-05,10.4721921580375,27.1402619597542,1.88354077150629e-10,7.58367951984988e-09,9.24896887985676e-09,1.31144542784215e-10,6.07527094447876e-09,4.42697724820951e-11,0,0,0,0,0,0,0,0,0,0
2329,-4.445,26.535,5.54469346059256e-05,11.1829100753989,22.4701595928441,7.94594773789011e-11,3.12815385343655e-09,3.90565329627324e-09,5.53796993445337e-11,2.56546457213552e-09,1.82606158393837e-11,3.3156951409818e-09,3.86481372205787e-11,7.41515266563854e-12,6.55540688375934e-19,2.34611539007742e-17,2.34339197776394e-16,7.84841099110732e-16,8.46603308804723e-16,4.6016751915247e-19,0
2330,-4.445,26.385,4.91562197032485e-05,11.2643311193731,18.1955224152145,2.88963388603164e-11,1.11008266723212e-09,1.42182894844531e-09,2.01606373405928e-11,9.33941524802961e-10,6.48011387577675e-12,5.4866493135714e-09,6.4882547247589e-11,1.0007537328368e-11,3.97324659329351e-19,1.38760333404015e-17,1.42182894844531e-16,4.76194253984801e-16,5.13667838641628e-16,2.72164782782624e-19,0
2331,-4.445,26.235,3.96389098206702e-05,10.5965224687746,14.6095950437961,9.36679641775877e-12,3.49434803064802e-10,4.614530850071e-10,6.5431135768465e-12,3.03109736447414e-10,2.03982765802278e-12,2.4211554688056e-08,2.44143877680568e-10,3.21411090963515e-11,5.15173802976732e-19,1.74717401532401e-17,1.8458123400284e-16,6.18193370740457e-16,6.66841420184311e-16,3.42691046547828e-19,0
2332,-4.445,26.085,3.4419979252942e-05,9.42411072462903,11.7441766332052,2.81100640486874e-12,1.00947941827309e-10,1.38696413732108e-10,1.96662763179168e-12,9.11040250427494e-11,5.89284189701665e-13,1.7686908644169e-08,1.19422331102499e-10,1.42104537261783e-11,8.50329437472794e-20,2.77606840025101e-18,3.05132110210638e-17,1.02193838258423e-16,1.10235870301727e-16,5.44498591284338e-20,0
2333,-4.445,25.935,3.01713730151223e-05,7.95660106649935,9.47058738543903,8.09775474026743e-13,2.74248889482079e-11,4.00446262698709e-11,5.67807533071547e-13,2.63036839695394e-11,1.60092947473679e-13,3.44166007456095e-08,1.37490066429109e-10,1.56264691859744e-11,3.34032383036031e-20,1.0284333355578e-18,1.20133878809613e-17,4.02348417934498e-17,4.34010785497401e-17,2.01717113816835e-20,0
